Situation,Next,Probability
s18,s41,0.0019034347460530003
s18,s42,0.027200822096970074
s18,s43,0.02562435773674213
s18,s44,0.019509233020894964
s18,s45,0.00527823622831875
s18,s46,0.0011015787998629838
s18,s47,0.03487294865007941
s18,s48,0.011739793852956747
s18,s49,0.003242456326098465
s18,s50,0.017002460062902874
s19,f1,0.038737848146354545
s19,f2,0.0011166297791954662
s19,s1,0.02434973324955275
s19,s2,0.01905074461996566
s19,s3,0.012182871139322577
s19,s4,0.013887832737664042
s19,s5,0.0011566523519264866
s19,s6,0.019531015492737905
s19,s7,0.02246467007392169
s19,s8,0.005923340764191004
s19,s9,0.015152546035964283
s19,s10,0.01792210806895089
s19,s11,0.027603568412584698
s19,s12,6.80383736427345e-05
s19,s13,0.03082138326015873
s19,s14,0.03640853441340916
s19,s15,0.03126963607474616
s19,s16,0.012010774076579191
s19,s17,0.00301770198391893
s19,s18,0.013999895941310899
s19,s19,0.03949027251369772
s19,s20,0.013875825965844737
s19,s21,0.01546071984599314
s19,s22,0.024537839341388545
s19,s23,0.02316906735398765
s19,s24,0.01609307649514326
s19,s25,0.027347423947106167
s19,s26,0.005815279817817249
s19,s27,0.031225611244742036
s19,s28,0.028187897974457594
s19,s29,0.005635178240527658
s19,s30,0.017481859768909664
s19,s31,0.012747189414829965
s19,s32,0.008100568720758507
s19,s33,0.033378825657670926
s19,s34,0.02778366998987429
s19,s35,0.03899799486910618
s19,s36,0.01811821867533289
s19,s37,0.02916444874909449
s19,s38,0.01984319156003986
s19,s39,0.024009541381339074
s19,s40,0.030717324571058077
s19,s41,0.0008444762846245282
s19,s42,0.0266270176379478
s19,s43,0.005879315934186881
s19,s44,0.03131766316202338
s19,s45,0.015568780792366895
s19,s46,0.0026174762566087274
s19,s47,0.01900671978996154
s19,s48,0.03872584137453524
s19,s49,0.005463081177784271
s19,s50,0.01609307649514326
s20,f1,0.0019299287410926365
s20,f2,0.0196786751121668
s20,s1,0.02267666270783848
s20,s2,0.025056083399313804
s20,s3,0.012561031934547374
s20,s4,0.022218923198733174
s20,s5,0.009167161520190023
s20,s6,0.018919899709685932
s20,s7,0.012767220902612826
s20,s8,0.008936229875956717
s20,s9,0.004350587226181051
s20,s10,0.008024874637107417
s20,s11,0.04052437978358406
s20,s12,0.015534276854051201
s20,s13,0.02148901425178147
s20,s14,0.038182073106360515
s20,s15,0.0033897466349960413
s20,s16,0.038590327263130116
s20,s17,0.024218956188968067
s20,s18,0.0136662048033782
s20,s19,0.020082805489575084
s20,s20,0.005216580892055952
s20,s21,0.03201289918184218
s20,s22,0.027781901557139086
s20,s23,0.02553444180522565
s20,s24,0.01596314990762734
s20,s25,0.009517682765901293
s20,s26,0.0107506927949327
s20,s27,0.025229282132488783
s20,s28,0.0409986144101346
s20,s29,0.004280482977038797
s20,s30,0.003282528371602006
s20,s31,0.013633214568487727
s20,s32,0.03798825547637899
s20,s33,0.03973673792557403
s20,s34,0.0053526656109791505
s20,s35,0.035456254948535236
s20,s36,0.01179400897334389
s20,s37,0.01914670757455793
s20,s38,0.027493237001847453
s20,s39,0.03176134864080232
s20,s40,0.0195425903932436
s20,s41,0.019827131169173926
s20,s42,0.0050640010556875165
s20,s43,0.0050681248350488255
s20,s44,0.017992049353391396
s20,s45,0.00117527711797308
s20,s46,0.005633082607548166
s20,s47,0.04017385853787279
s20,s48,0.03162526392187912
s20,s49,0.00944757851675904
s20,s50,0.03955529163367643
s21,f1,0.03371896004219078
s21,f2,0.0007218812299659257
s21,s1,0.02262517906768852
s21,s2,0.004701578787912791
s21,s3,0.01937110305696129
s21,s4,0.005113013685820831
s21,s5,0.01867540404777133
s21,s6,0.03594444880814791
s21,s7,0.0275586575253313
s21,s8,0.015900088645518912
s21,s9,0.02201924767258759
s21,s10,0.0037290963019483312
s21,s11,0.022598996846912554
s21,s12,0.026702124874231833
s21,s13,0.0014961269014837839
s21,s14,0.03690571034235124
s21,s15,0.023522855208578792
s21,s16,0.011404227306560143
s21,s17,0.024798303392093716
s21,s18,0.031197986213190605
s21,s19,0.010345717523760366
s21,s20,0.0036281077360981757
s21,s21,0.01584772420396698
s21,s22,0.019883526520719487
s21,s23,0.023287215221595096
s21,s24,0.02361262282266782
s21,s25,0.022658841922971906
s21,s26,0.020388469349970264
s21,s27,0.011987716798138818
s21,s28,0.024772121171317753
s21,s29,0.031111958916355285
s21,s30,0.03692067161136608
s21,s31,0.015589642313461027
s21,s32,0.023369502201176704
s21,s33,0.01861181865445827
s21,s34,0.018159240266759427
s21,s35,0.020545562674626063
s21,s36,0.008479299214159346
s21,s37,0.019995736038330773
s21,s38,0.025516444304805933
s21,s39,0.02555010716008932
s21,s40,0.03395460002917448
s21,s41,0.00803046114371421
s21,s42,0.024745938950541786
s21,s43,0.036426949733876425
s21,s44,0.006721350104915899
s21,s45,0.01224579868864477
s21,s46,0.014336636033468358
s21,s47,0.007080420561272007
s21,s48,0.033539424814012724
s21,s49,0.01356987099645792
s21,s50,0.0003815123598783649
s22,f1,0.03240347122460348
s22,f2,0.005017004309712979
s22,s1,0.036606907267876514
s22,s2,0.013881966636371632
s22,s3,0.01620906505614354
s22,s4,0.034422733003019734
s22,s5,0.014076196898179367
s22,s6,0.015739980650268257
s22,s7,0.02642997449353543
s22,s8,0.007791198803834765
s22,s9,0.002660588114573866
s22,s10,0.03575669178222757
s22,s11,0.022845876454894602
s22,s12,0.01780688381365622
s22,s13,0.028786390688674543
s22,s14,0.013676742208801195
s22,s15,0.025253598756926326
s22,s16,0.025781318713536016
s22,s17,0.004262071594007447
s22,s18,0.010913541880442112
s22,s19,0.029533993960538275
s22,s20,0.017092263039080596
s22,s21,0.0011214049077955964
s22,s22,0.01632633615761236
s22,s23,0.02255636342314345
s22,s24,0.03246577149725879
s22,s25,0.02471488463455393
s22,s26,0.0037050338620305493
s22,s27,0.009139816470726201
s22,s28,0.03344791697206016
s22,s29,0.0010371163036148818
s22,s30,0.021878389867776835
s22,s31,0.03110982438652555
s22,s32,0.0038369638511829723
s22,s33,0.0036720513647424432
s22,s34,0.019679556715236447
s22,s35,0.03589595121522179
s22,s36,0.005075639860447389
s22,s37,0.02917485121229001
s22,s38,0.011272684628690376
s22,s39,0.03519598932832976
s22,s40,0.0073037907883549795
s22,s41,0.0019129848427101351
s22,s42,0.012130229558181126
s22,s43,0.018693746518514177
s22,s44,0.03166686211850245
s22,s45,0.030747016916356385
s22,s46,0.034576651323697555
s22,s47,0.009319387844850332
s22,s48,0.03216159957782404
s22,s49,0.01649491336597379
s22,s50,0.026737811134891085
s23,f1,0.01193473273588067
s23,f2,0.04164697593291116
s23,s1,0.03275392454224414
s23,s2,0.010456853664194942
s23,s3,0.029024857582292948
s23,s4,0.0011685555450538308
s23,s5,0.01733500597166253
s23,s6,0.012677968431815644
s23,s7,0.015135372004502375
s23,s8,0.0017098717166596496
s23,s9,0.03686964591048521
s23,s10,0.0006057585729874638
s23,s11,0.0301590438466099
s23,s12,0.0242518237199591
s23,s13,0.0044250448948729626
s23,s14,0.002998719744292551
s23,s15,0.020612976121942208
s23,s16,0.023517180344208348
s23,s17,0.002504661333699939
s23,s18,0.008854385949838034
s23,s19,0.012085098339104509
s23,s20,0.021089849892166383
s23,s21,0.030910871862729093
s23,s22,0.04259213115317529
s23,s23,0.0046398528994784465
s23,s24,0.03377641064416624
s23,s25,0.01284981483550003
s23,s26,0.0037720285608722924
s23,s27,0.024707216689722727
s23,s28,0.014117182062672384
s23,s29,0.021961970390864644
s23,s30,0.03385803768591633
s23,s31,0.027650086352817852
s23,s32,0.00983820661093115
s23,s33,0.027456759148672915
s23,s34,0.03920675700059287
s23,s35,0.029162334705240454
s23,s36,0.02583710679394757
s23,s37,0.0020020106029231075
s23,s38,0.008983270752601325
s23,s39,0.01678509747987249
s23,s40,0.0048245877834391625
s23,s41,0.01995136746775732
s23,s42,0.021528058221561567
s23,s43,0.026863889055961782
s23,s44,0.0377546548894598
s23,s45,0.03669350334670871
s23,s46,0.0004210236890267479
s23,s47,0.027740305714752153
s23,s48,0.03392248008729797
s23,s49,0.0030502736653978675
s23,s50,0.015324403048555202
s24,f1,0.02044223879039458
s24,f2,0.003652470345419338
s24,s1,0.001209760019170638
s24,s2,0.02101040084412648
s24,s3,0.00785764255263229
s24,s4,0.024013543128137936
s24,s5,0.01692118007645065
s24,s6,0.02754619698603558
s24,s7,0.011888887600539562
s24,s8,0.022224025911281687
s24,s9,0.009631699577550255
s24,s10,0.020202605815351198
s24,s11,0.027352944586807044
s24,s12,0.03656335393403909
s24,s13,0.0019054686563933691
s24,s14,0.011660849769449888
s24,s15,0.034827947388966836
s24,s16,0.0016581055853808425
s24,s17,0.029072890939941018
s24,s18,0.0037529615930181775
s24,s19,0.02535857982676855
s24,s20,0.012936315604358229
s24,s21,0.014687182341368768
s24,s22,0.023433785930452325
s24,s23,0.0320064623602302
s24,s24,0.03864661479772272
s24,s25,0.03221903999938159
s24,s26,0.036629059749776795
s24,s27,0.006682667965322789
s24,s28,0.0010628881957569503
s24,s29,0.01373638053716437
s24,s30,0.03705808007606414
s24,s31,0.003957809136200426
s24,s32,0.0016735657773191254
s24,s33,0.03700783445226472
s24,s34,0.02096015522032706
s24,s35,0.013709325201272373
s24,s36,0.03792771587259256
s24,s37,0.01847492936624808
s24,s38,0.011796126448909863
s24,s39,0.0025509316698166806
s24,s40,0.02228586667903482
s24,s41,0.022734212245245026
s24,s42,0.006725183493153068
s24,s43,0.033030700076141443
s24,s44,0.02005186894395294
s24,s45,0.005086403147695079
s24,s46,0.018297137158957828
s24,s47,0.017783085777009922
s24,s48,0.03598746178433805
s24,s49,0.0340665329360064
s24,s50,0.028040923128060634
s25,f1,0.030791947553961283
s25,f2,0.008828622673016265
s25,s1,0.027568186035005257
s25,s2,0.014456676355989857
s25,s3,0.006037788360442823
s25,s4,0.0011982806605232235
s25,s5,0.017050374172799802
s25,s6,0.03751005009586245
s25,s7,0.02701929618405591
s25,s8,0.006385676294143113
s25,s9,0.018542426866225495
s25,s10,0.0025666398664110335
s25,s11,0.01734801162718783
s25,s12,0.015573783165316346
s25,s13,0.030258519388954172
s25,s14,0.013076720885645371
s25,s15,0.019566763559898573
s25,s16,0.008500061846743769
s25,s17,0.03652823303853052
s25,s18,0.024541561011812728
s25,s19,0.008905931102727442
s25,s20,0.03771878285608263
s25,s21,0.012527831034696024
s25,s22,0.007355897087018368
s25,s23,0.02918393221596883
s25,s24,0.009284742408312202
s25,s25,0.03785407260807718
s25,s26,0.020320520749582533
s25,s27,0.022156595955222957
s25,s28,0.02653611849836106
s25,s29,0.0013297049910322221
s25,s30,0.028406982497371513
s25,s31,0.036617137732698375
s25,s32,0.0026748716680066796
s25,s33,0.02176618838518152
s25,s34,0.03785407260807718
s25,s35,0.037386356608324574
s25,s36,0.004267425320056899
s25,s37,0.028240769373492486
s25,s38,0.03291792937101862
s25,s39,0.013436205083802338
s25,s40,0.003965922444183314
s25,s41,0.0063431566578019665
s25,s42,0.03382243799863937
s25,s43,0.037131238790277694
s25,s44,0.007008009153318078
s25,s45,0.0010668563300142249
s25,s46,0.028716216216216218
s25,s47,0.016250231925289134
s25,s48,0.020034479559651184
s25,s49,0.01202919166305894
s25,s50,0.013540571463912425
s26,f1,0.03312624514163012
s26,f2,0.008171162941214146
s26,s1,0.019591913784792334
s26,s2,0.02069758269762989
s26,s3,0.016672678179556585
s26,s4,0.009381331050082082
s26,s5,0.0013820861410469472
s26,s6,0.01456921049171928
s26,s7,0.013635459611060734
s26,s8,0.033031858771022035
s26,s9,0.02806309054686789
s26,s10,0.031666627339012245
s26,s11,0.03134975880911368
s26,s12,0.006071066195184272
s26,s13,0.02317185398428467
s26,s14,0.0016349067766043156
s26,s15,0.021284126572122985
s26,s16,0.029104711565364247
s26,s17,0.021290868455737848
s26,s18,0.03359817699467054
s26,s19,0.024162910875669553
s26,s20,0.022372940775923385
s26,s21,0.018401971326768986
s26,s22,0.01621085915193846
s26,s23,0.0014360212099658524
s26,s24,0.002015823200844084
s26,s25,0.014306277030739618
s26,s26,0.00922626772694023
s26,s27,0.03321051868681591
s26,s28,0.027813640853117952
s26,s29,0.015880506854810166
s26,s30,0.02436853832592288
s26,s31,0.0013483767229726313
s26,s32,0.016989546709455156
s26,s33,0.004021533576265873
s26,s34,0.01934920597465726
s26,s35,0.026347281166885218
s26,s36,0.017292931472123997
s26,s37,0.028561989934367763
s26,s38,0.022521262215450373
s26,s39,0.030759843992813153
s26,s40,0.02595288097541572
s26,s41,0.0199087823146909
s26,s42,0.029627207545516142
s26,s43,0.021327948815619596
s26,s44,0.016490647321955283
s26,s45,0.003064186102955305
s26,s46,0.01503440046114484
s26,s47,0.01991215325649833
s26,s48,0.028275459880736077
s26,s49,0.026556279558945975
s26,s50,0.01975708993335648
s27,f1,0.023750767101466307
s27,f2,0.009749261188800536
s27,s1,0.00999734506726555
s27,s2,0.008212882081815451
s27,s3,0.03155452840125174
s27,s4,0.0065372278149903595
s27,s5,0.00327296625624018
s27,s6,0.0417607862082773
s27,s7,0.026666840760616466
s27,s8,0.019881529067161095
s27,s9,0.029530686234826624
s27,s10,0.010859110118775597
s27,s11,0.04309695727299237
s27,s12,0.022196978599501222
s27,s13,0.03110188413177171
s27,s14,0.01511135484264083
s27,s15,0.04244410496124233
s27,s16,0.022066408137151213
s27,s17,0.002054308607640113
s27,s18,0.00031336910964001725
s27,s19,0.03693838379881703
s27,s20,0.008765630372430482
s27,s21,0.00946200617163052
s27,s22,0.004387167534960241
s27,s23,0.009788432327505538
s27,s24,0.02708901858888149
s27,s25,0.012108234208590666
s27,s26,0.01417559986246578
s27,s27,0.012865542890220707
s27,s28,0.037499836786922064
s27,s29,0.011359630224450626
s27,s30,0.021161119598191162
s27,s31,0.025200099233551387
s27,s32,0.03844864881333211
s27,s33,0.00943589207916052
s27,s34,0.0008617650515100474
s27,s35,0.030279290218966665
s27,s36,0.0019716139814851086
s27,s37,0.03373505512249685
s27,s38,0.0346577530564369
s27,s39,0.02782891787553153
s27,s40,0.0308973237407567
s27,s41,0.019428884797681067
s27,s42,0.026079273680041433
s27,s43,0.01941582775144607
s27,s44,0.005040019846710277
s27,s45,0.011525019476760634
s27,s46,0.011912378515065655
s27,s47,0.02942187751620162
s27,s48,0.013544509294440746
s27,s49,0.016477992348570905
s27,s50,0.008077959270720443
s28,f1,0.018586128006660797
s28,f2,0.036468598838044645
s28,s1,0.0027151588386340945
s28,s2,0.015513614476917466
s28,s3,0.020122384771532463
s28,s4,0.027623149215845917
s28,s5,0.003647228290702515
s28,s6,0.02905625204926337
s28,s7,0.0156278206153132
s28,s8,0.026050051761169177
s28,s9,0.01891401014592597
s28,s10,0.029553601361631897
s28,s11,0.025169559274827863
s28,s12,0.03280295020243959
s28,s13,0.013093181156723978
s28,s14,0.004885075468153066
s28,s15,0.01056590983609577
s28,s16,0.0367412199426022
s28,s17,0.013999462125928846
s28,s18,0.01789352303832537
s28,s19,0.01520046861357432
s28,s20,0.00919175210636644
s28,s21,0.034162371656246894
s28,s22,0.022192831538577727
s28,s23,0.0234896238197164
s28,s24,0.013583162331131488
s28,s25,0.019348730285625868
s28,s26,0.013620003020936564
s28,s27,0.002674634079848511
s28,s28,0.016710936895582434
s28,s29,0.014047355022675444
s28,s30,0.00677500285515346
s28,s31,0.004008267050792259
s28,s32,0.03375343999941055
s28,s33,0.034213948621974
s28,s34,0.03054093184840793
s28,s35,0.02988148350089707
s28,s36,0.015380987993619193
s28,s37,0.013955253298162754
s28,s38,0.0002873573804795921
s28,s39,0.03027936295079189
s28,s40,0.0008620721414387763
s28,s41,0.02884626011737444
s28,s42,0.02978938177638438
s28,s43,0.02880941942756936
s28,s44,0.025243240654438014
s28,s45,0.032261392062304974
s28,s46,0.007780753686832032
s28,s47,0.0316940454393068
s28,s48,0.0016099381444818173
s28,s49,0.024915358515172837
s28,s50,0.005861353747987577
s29,f1,0.017280439979375967
s29,f2,0.03027983063293908
s29,s1,0.013073605924722278
s29,s2,0.032174273080949334
s29,s3,0.035728793962782994
s29,s4,0.007562145524428542
s29,s5,0.0022616127369029576
s29,s6,0.005273190319203787
s29,s7,0.031264159492523785
s29,s8,0.019772510663562646
s29,s9,0.005073980907144978
s29,s10,0.013432964079808759
s29,s11,0.005136477977594801
s29,s12,0.01657734793681546
s29,s13,0.010858865990656687
s29,s14,0.011405715357092637
s29,s15,0.01952642844866647
s29,s16,0.022725497242316768
s29,s17,0.005448963329843914
s29,s18,0.0015350842929237692
s29,s19,0.006487977126072215
s29,s20,0.037978688498976614
s29,s21,0.008386325640985579
s29,s22,0.034853834976485476
s29,s23,0.032728934581191506
s29,s24,0.03386169398309454
s29,s25,0.02308876146430636
s29,s26,0.035142883927315904
s29,s27,0.03845132259425339
s29,s28,5.468493664359483e-05
s29,s29,0.03655688014624314
s29,s30,0.016362514257144196
s29,s31,0.0034451510085464743
s29,s32,0.025397247004046684
s29,s33,0.005159914379013484
s29,s34,0.028568973329375184
s29,s35,0.03142821430245457
s29,s36,0.016073465306313768
s29,s37,0.03345936909207381
s29,s38,0.036365482867990566
s29,s39,0.024596503288908333
s29,s40,0.00149602362389263
s29,s41,0.0007773073137196694
s29,s42,0.017061700232801586
s29,s43,0.03757245754105276
s29,s44,0.026108151180413416
s29,s45,0.005952845960345609
s29,s46,0.008698810993234692
s29,s47,0.006066121900535912
s29,s48,0.026475321469306125
s29,s49,0.036131118853803726
s29,s50,0.01881943033920285
s30,f1,0.035474882512845134
s30,f2,0.021206289674363037
s30,s1,0.007066242717308703
s30,s2,0.025561726598033248
s30,s3,0.027055127279326418
s30,s4,0.02881318124591205
s30,s5,0.029402979995992392
s30,s6,0.003069978109392545
s30,s7,0.007308211435290381
s30,s8,0.020960540195162893
s30,s9,0.016869756556785142
s30,s10,0.0077845873488168104
s30,s11,0.03753917813812633
s30,s12,0.023769645780481442
s30,s13,0.026442643961935297
s30,s14,0.01500962203730099
s30,s15,0.008502931980324918
s30,s16,0.007924475513899968
s30,s17,0.02774700658230528
s30,s18,0.02404942211064776
s30,s19,0.013569152013066311
s30,s20,0.012434923647527194
s30,s21,0.03290774564550827
s30,s22,0.017493582157831658
s30,s23,0.03505521801759566
s30,s24,0.018185461460810518
s30,s25,0.004744855329171975
s30,s26,0.03105139188724258
s30,s27,0.019055036541057176
s30,s28,0.0014555930691085343
s30,s29,0.03611005039754704
s30,s30,0.02369781131733063
s30,s31,0.03542195185578664
s30,s32,0.03649946880304881
s30,s33,0.027070250324200275
s30,s34,0.0033837812905250344
s30,s35,0.005935795112988049
s30,s36,0.005092685361270638
s30,s37,0.0328623765108867
s30,s38,0.009043580834565232
s30,s39,0.015421725010113536
s30,s40,0.03409490466810588
s30,s41,0.00906248464065755
s30,s42,0.020268660892184032
s30,s43,0.029028684635364486
s30,s44,0.001969776594819601
s30,s45,0.03621969247288249
s30,s46,0.0047599783740458305
s30,s47,0.002162595416961251
s30,s48,0.019788504217439138
s30,s49,0.02416284494720167
s30,s50,0.0004310067789048647
s31,f1,0.010995318469623863
s31,f2,0.010758551416118096
s31,s1,0.03460386360782766
s31,s2,0.017499237681835304
s31,s3,0.02404261806963104
s31,s4,0.0015066994314003337
s31,s5,0.010349590141880863
s31,s6,0.034686373338594825
s31,s7,0.015852630446090653
s31,s8,0.014808702982906137
s31,s9,0.022844433283707916
s31,s10,0.02557801653781995
s31,s11,0.013187207404351491
s31,s12,0.03373930512457176
s31,s13,0.02643898764147728
s31,s14,0.015328873024699109
s31,s15,0.01705798999121092
s31,s16,0.03347742641387599
s31,s17,0.011307420494699646
s31,s18,0.027364531577908916
s31,s19,0.03166579971659701
s31,s20,0.004498574016609568
s31,s21,0.024731394952556905
s31,s22,0.010241968753923697
s31,s23,0.028551954225036324
s31,s24,0.02830442503273484
s31,s25,0.03503434915965633
s31,s26,0.033150974870405914
s31,s27,0.035016412261663465
s31,s28,0.00047353410701153343
s31,s29,0.01184552743448548
s31,s30,0.008928987820846264
s31,s31,0.031622751161414143
s31,s32,0.016957543362450898
s31,s33,0.0001399078043443167
s31,s34,0.025574429158221376
s31,s35,0.023296443113128014
s31,s36,0.03449624221987049
s31,s37,0.016932431705260893
s31,s38,0.02869544940897921
s31,s39,0.03234381446072716
s31,s40,0.0019192480852361392
s31,s41,0.007199870854334451
s31,s42,0.034772470448960556
s31,s43,0.0021990636939247725
s31,s44,0.010780075693709529
s31,s45,0.0006277914297501391
s31,s46,0.009947803626840774
s31,s47,0.012961202489641442
s31,s48,0.012735197574931391
s31,s49,0.014514537855823214
s31,s50,0.028412046420692005
s32,f1,0.003944129025775009
s32,f2,0.03197172955500846
s32,s1,0.025728952084275402
s32,s2,0.010546986216483277
s32,s3,0.03300591200656518
s32,s4,0.007649600562729237
s32,s5,0.02992011254584736
s32,s6,0.03084124671322581
s32,s7,0.04043360297442596
s32,s8,0.003877137449965667
s32,s9,0.03646853908121054
s32,s10,0.025624277747073307
s32,s11,0.035543217940344
s32,s12,0.034316434708335425
s32,s13,0.030095965432346883
s32,s14,0.013314575692106718
s32,s15,0.002382387914719724
s32,s16,0.012782830059120065
s32,s17,0.03569394898591502
s32,s18,0.03820194610527726
s32,s19,0.00297275117653955
s32,s20,0.011815639183372691
s32,s21,0.010484181614162019
s32,s22,0.0140724178934499
s32,s23,0.029116213636135257
s32,s24,0.011388567887588135
s32,s25,0.014465993401329784
s32,s26,0.011191780133648193
s32,s27,0.0009127602204022844
s32,s28,0.0012854008608417491
s32,s29,0.021537791622703445
s32,s30,0.009864509537925606
s32,s31,0.015244770470113383
s32,s32,0.039843239712606136
s32,s33,0.003952502972751177
s32,s34,0.019151216734495637
s32,s35,0.0416185164715537
s32,s36,0.006644726925589107
s32,s37,0.004207908355524293
s32,s38,0.024920866201075215
s32,s39,0.009810078882580515
s32,s40,0.007096920062302166
s32,s41,0.03194242074059187
s32,s42,0.025155336716407913
s32,s43,0.01891674621916294
s32,s44,0.007410943073908456
s32,s45,0.016902811971394597
s32,s46,0.027119027282319248
s32,s47,0.01282051282051282
s32,s48,0.0347393190306319
s32,s49,0.02247148671054615
s32,s50,0.008579108677083856
s33,f1,0.00022080009266364545
s33,f2,0.024943171123691488
s33,s1,0.02223203555967394
s33,s2,0.03284853837578004
s33,s3,0.02281118334370973
s33,s4,0.013443467936930806
s33,s5,0.00475987085004416
s33,s6,0.03093735068846193
s33,s7,0.028888615402435317
s33,s8,0.001357377618833886
s33,s9,0.02530513848871386
s33,s10,0.024237334761897867
s33,s11,0.014645199588805074
s33,s12,0.005447608843586662
s33,s13,0.03175901660706271
s33,s14,0.009787597550204873
s33,s15,0.000749272445596305
s33,s16,0.017034184197952714
s33,s17,0.035936119999420854
s33,s18,0.0021283681063315333
s33,s19,0.021073739991602357
s33,s20,0.015604413106114353
s33,s21,0.010160423936177915
s33,s22,0.008368685479317186
s33,s23,0.014377343738688519
s33,s24,0.008944213589702753
s33,s25,0.03318154835160062
s33,s26,0.020534408617719026
s33,s27,0.014337527328536059
s33,s28,0.023372232759494405
s33,s29,0.02713669335572705
s33,s30,0.004821405302097963
s33,s31,0.023900705112427062
s33,s32,0.026065269955260834
s33,s33,0.02713669335572705
s33,s34,0.017848610769253044
s33,s35,0.027889585474973576
s33,s36,0.007771439327030275
s33,s37,0.026152142122866203
s33,s38,0.03015550118001361
s33,s39,0.01519177030998885
s33,s40,0.015600793432464129
s33,s41,0.015774537767674866
s33,s42,0.009769499181953755
s33,s43,0.035089116365268506
s33,s44,0.03127398033793273
s33,s45,0.03136809185283855
s33,s46,0.019198749040786483
s33,s47,0.030217035632067412
s33,s48,0.0005936264786366862
s33,s49,0.0306731145119956
s33,s50,0.026944850652265193
s34,f1,0.019341665007359517
s34,f2,0.027470317923250213
s34,s1,0.01785024069714326
s34,s2,0.013395489027099415
s34,s3,0.018795069710421622
s34,s4,0.030254049685512492
s34,s5,0.024241501419195646
s34,s6,0.0363017362209182
s34,s7,0.004884219403352191
s34,s8,0.03687175703058201
s34,s9,0.008437088833448509
s34,s10,0.028989071998313364
s34,s11,0.02428444819252648
s34,s12,0.00943657737642066
s34,s13,0.004021379684614514
s34,s14,0.0256040854094194
s34,s15,0.012747383175015909
s34,s16,0.03780487328749741
s34,s17,0.013758584474351016
s34,s18,0.005637740062702289
s34,s19,0.01380933975192382
s34,s20,0.0007418079029871433
s34,s21,0.038441266383217966
s34,s22,0.004040900945219438
s34,s23,0.026978382156006106
s34,s24,0.01422709472886921
s34,s25,0.019661813681280282
s34,s26,0.01614408252027283
s34,s27,0.02936388020192792
s34,s28,0.0072384834323061245
s34,s29,0.02599841487363888
s34,s30,0.00046851025451819574
s34,s31,0.005438623204532056
s34,s32,0.0005270740363329703
s34,s33,0.0007886589284389629
s34,s34,0.03167519745755102
s34,s35,0.010217427800617653
s34,s36,0.005255123354845763
s34,s37,0.03563801336035076
s34,s38,0.010822586879370322
s34,s39,0.03324080255806599
s34,s40,0.033439919416236225
s34,s41,0.038577915207452435
s34,s42,0.02181696085206398
s34,s43,0.02539325579488621
s34,s44,0.032803526320515676
s34,s45,0.03877312781350169
s34,s46,0.0062741331584228385
s34,s47,0.025760255494258796
s34,s48,0.021239131538158207
s34,s49,0.018814590971026546
s34,s50,0.006262420402059883
s35,f1,0.0020690401276584236
s35,f2,0.022777472255028353
s35,s1,0.013870231966895357
s35,s2,0.002082563265747694
s35,s3,0.007500833926848838
s35,s4,0.02439574111304442
s35,s5,0.014348049512716258
s35,s6,0.00017129308246409606
s35,s7,0.018900839336104074
s35,s8,0.02912883944428918
s35,s9,0.020812109519387674
s35,s10,0.009790751976632017
s35,s11,0.005129777048530035
s35,s12,0.016399058789588986
s35,s13,0.001816608216658703
s35,s14,0.038428250737011026
s35,s15,0.028754699290486022
s35,s16,0.003579123880960323
s35,s17,0.02934520965371751
s35,s18,0.016399058789588986
s35,s19,0.0200908754879599
s35,s20,0.03120689499734045
s35,s21,0.04188115866247149
s35,s22,0.02844817482712922
s35,s23,0.019622073367531846
s35,s24,0.01563274763119698
s35,s25,0.042183175413131865
s35,s26,0.02924603997439619
s35,s27,0.008839624597686642
s35,s28,0.006635353089135511
s35,s29,0.004124557117227577
s35,s30,0.009236303314971916
s35,s31,0.015317207742447327
s35,s32,0.0434318118300412
s35,s33,0.02108707999386951
s35,s34,0.03584533136196032
s35,s35,0.012062639175629502
s35,s36,0.04360761262520172
s35,s37,0.001559668592962559
s35,s38,0.005711271986368676
s35,s39,0.026329549859810134
s35,s40,0.006157535543314612
s35,s41,0.0035475698920853583
s35,s42,0.04167380387843601
s35,s43,0.015551608802661354
s35,s44,0.028330974297022204
s35,s45,0.037026352088423295
s35,s46,0.013045320543449843
s35,s47,0.032523147104696136
s35,s48,0.02987261203919907
s35,s49,0.004074972277566917
s35,s50,0.020397399951316703
s36,f1,0.019625833226456727
s36,f2,0.005646373265721549
s36,s1,0.02907372512652546
s36,s2,0.028304213569053795
s36,s3,0.021536458076418418
s36,s4,0.011966891271963142
s36,s5,0.029560424744071636
s36,s6,0.016580672105863743
s36,s7,0.029284189826004888
s36,s8,0.030550266533810825
s36,s9,0.006932181039103684
s36,s10,0.007974639003712728
s36,s11,0.021763365330544675
s36,s12,0.014018922091887572
s36,s13,0.011588712515086044
s36,s14,0.03277001141113293
s36,s15,0.03097119593276968
s36,s16,0.022434221560135355
s36,s17,0.006583598880590879
s36,s18,0.018264389701699173
s36,s19,0.020605809483407816
s36,s20,0.01649188231077086
s36,s21,0.020270381368612478
s36,s22,0.003916616516874994
s36,s23,0.029787331998197896
s36,s24,0.01748172410051005
s36,s25,0.007168953826018041
s36,s26,0.015909815876273065
s36,s27,0.026104199757307895
s36,s28,0.018497873977684164
s36,s29,0.02201986918303523
s36,s30,0.01796513520712686
